date,symbol,action,price,shares,pnl,reason
2021-03-30,SOL-USD,BUY,19.233924865722656,519.9146856303518,0.0,50-day breakout
2021-03-30,SAND-USD,BUY,0.8490599989891052,11777.73068087773,0.0,50-day breakout
2021-03-30,RUNE-USD,BUY,7.2969818115234375,1370.4296184770449,0.0,50-day breakout
2021-04-01,ETH-USD,BUY,1977.27685546875,5.092380609651683,0.0,50-day breakout
2021-04-01,BNB-USD,BUY,335.212890625,30.03776585061664,0.0,50-day breakout
2021-04-02,DOT-USD,BUY,41.164283752441406,248.67467405382348,0.0,50-day breakout
2021-04-02,UNI-USD,BUY,0.001366000040434301,7493788.097943913,0.0,50-day breakout
2021-04-04,XRP-USD,BUY,0.6467289924621582,16283.278728075584,0.0,50-day breakout
2021-04-06,DOGE-USD,BUY,0.06445799767971039,175059.69702927157,0.0,50-day breakout
2021-04-14,UNI-USD,SELL,0.0006489999941550195,7493788.097943913,-5373.046413032914,20-day low breakdown
2021-04-18,SAND-USD,SELL,0.5606470108032227,11777.73068087773,-3396.8504997204964,20-day low breakdown
2021-04-21,DOT-USD,SELL,33.871028900146484,248.67467405382348,-1813.647773185905,20-day low breakdown
2021-04-26,MATIC-USD,BUY,0.5351930260658264,31365.617585506323,0.0,50-day breakout
2021-05-17,BNB-USD,SELL,511.9643859863281,30.03776585061664,5309.220031409928,20-day low breakdown
2021-05-19,SOL-USD,SELL,35.107181549072266,519.9146856303518,8252.739258453592,Bear regime (BTC < 200MA)
2021-05-19,RUNE-USD,SELL,11.679075241088867,1370.4296184770449,6005.350626810117,Bear regime (BTC < 200MA)
2021-05-19,ETH-USD,SELL,2460.67919921875,5.092380609651683,2461.6687219726773,Bear regime (BTC < 200MA)
2021-05-19,XRP-USD,SELL,1.0703129768371582,16283.278728075584,6897.336082326936,Bear regime (BTC < 200MA)
2021-05-19,DOGE-USD,SELL,0.33312299847602844,175059.69702927157,47032.41364177245,Bear regime (BTC < 200MA)
2021-05-19,MATIC-USD,SELL,1.6593899726867676,31365.617585506323,35261.13151850631,Bear regime (BTC < 200MA)
2021-05-19,PAXG,BUY,1874.39794921875,107.04040477580442,0.0,Bear allocation (100.0%)
2021-05-20,PAXG,SELL,1888.3106689453125,107.04040477580442,1489.2231510635756,Exit bear → Bull regime
2021-05-21,PAXG,BUY,1904.6207275390625,106.12377331813471,0.0,Bear allocation (100.0%)
2021-08-09,PAXG,SELL,1742.0550537109375,106.12377331813471,-17252.082718645746,Exit bear → Bull regime
2021-08-09,BTC-USD,BUY,46365.40234375,0.3987314814117024,0.0,50-day breakout
2021-08-09,ETH-USD,BUY,3167.856201171875,5.835916906813538,0.0,50-day breakout
2021-08-09,ADA-USD,BUY,1.4776400327682495,12511.400038437221,0.0,50-day breakout
2021-08-09,XRP-USD,BUY,0.8185529708862305,22585.39913764797,0.0,50-day breakout
2021-08-09,LTC-USD,BUY,166.516357421875,111.02420115961773,0.0,50-day breakout
2021-08-09,BCH-USD,BUY,592.4888305664062,31.202859208501128,0.0,50-day breakout
2021-08-09,AVAX-USD,BUY,16.2318058013916,1138.958030238883,0.0,50-day breakout
2021-08-10,BNB-USD,BUY,371.9543762207031,50.46668162126165,0.0,50-day breakout
2021-08-10,SOL-USD,BUY,40.63979721069336,461.89460506033225,0.0,50-day breakout
2021-08-12,BTC-USD,SELL,44428.2890625,0.3987314814117024,-772.3880482950954,Bear regime (BTC < 200MA)
2021-08-12,ETH-USD,SELL,3043.414306640625,5.835916906813538,-726.2325562108308,Bear regime (BTC < 200MA)
2021-08-12,ADA-USD,SELL,1.8238780498504639,12511.400038437221,4331.922340230842,Bear regime (BTC < 200MA)
2021-08-12,XRP-USD,SELL,0.9645490050315857,22585.39913764797,3297.3787036865288,Bear regime (BTC < 200MA)
2021-08-12,LTC-USD,SELL,165.1310272216797,111.02420115961773,-153.80517881897686,Bear regime (BTC < 200MA)
2021-08-12,BCH-USD,SELL,605.0075073242188,31.202859208501128,390.61850835075893,Bear regime (BTC < 200MA)
2021-08-12,AVAX-USD,SELL,16.569053649902344,1138.958030238883,384.1111452420955,Bear regime (BTC < 200MA)
2021-08-12,BNB-USD,SELL,385.8189697265625,50.46668162126165,699.700026268416,Bear regime (BTC < 200MA)
2021-08-12,SOL-USD,SELL,41.099361419677734,461.89460506033225,212.2702288087021,Bear regime (BTC < 200MA)
2021-08-12,PAXG,BUY,1759.498046875,109.42724894691023,0.0,Bear allocation (100.0%)
2021-08-13,PAXG,SELL,1784.1436767578125,109.42724894691023,2696.903476639942,Exit bear → Bull regime
2021-08-13,BTC-USD,BUY,47793.3203125,0.4084962772979195,0.0,50-day breakout
2021-08-13,ETH-USD,BUY,3322.211669921875,5.876625383060676,0.0,50-day breakout
2021-08-13,BNB-USD,BUY,410.94488525390625,47.508544644132925,0.0,50-day breakout
2021-08-13,ADA-USD,BUY,2.1360790729522705,9139.82711341301,0.0,50-day breakout
2021-08-13,DOGE-USD,BUY,0.2868080139160156,68071.29675630407,0.0,50-day breakout
2021-08-13,XRP-USD,BUY,1.089959979057312,17912.027783119836,0.0,50-day breakout
2021-08-13,DOT-USD,BUY,22.714149475097656,859.5256207487536,0.0,50-day breakout
2021-08-13,LINK-USD,BUY,27.733137130737305,703.9734933458011,0.0,50-day breakout
2021-08-13,LTC-USD,BUY,183.2860870361328,106.51868749598253,0.0,50-day breakout
2021-08-13,BCH-USD,BUY,653.95849609375,29.85417812289491,0.0,50-day breakout
2021-08-17,BTC-USD,SELL,44695.359375,0.4084962772979195,-1265.505510183124,Bear regime (BTC < 200MA)
2021-08-17,ETH-USD,SELL,3014.845947265625,5.876625383060676,-1806.2732076445063,Bear regime (BTC < 200MA)
2021-08-17,BNB-USD,SELL,401.9089050292969,47.508544644132925,-429.28626990435805,Bear regime (BTC < 200MA)
2021-08-17,ADA-USD,SELL,1.9266010522842407,9139.82711341301,-1914.5928929657493,Bear regime (BTC < 200MA)
2021-08-17,DOGE-USD,SELL,0.29944199323654175,68071.29675630407,860.0113555405442,Bear regime (BTC < 200MA)
2021-08-17,XRP-USD,SELL,1.0981990098953247,17912.027783119836,147.5777492764646,Bear regime (BTC < 200MA)
2021-08-17,DOT-USD,SELL,23.533639907836914,859.5256207487536,704.3730228978748,Bear regime (BTC < 200MA)
2021-08-17,LINK-USD,SELL,26.15813636779785,703.9734933458011,-1108.7587891087896,Bear regime (BTC < 200MA)
2021-08-17,LTC-USD,SELL,168.84263610839844,106.51868749598253,-1538.4974357348983,Bear regime (BTC < 200MA)
2021-08-17,BCH-USD,SELL,638.80126953125,29.85417812289491,-452.50654164594744,Bear regime (BTC < 200MA)
2021-08-17,PAXG,BUY,1786.0380859375,105.5019359540994,0.0,Bear allocation (100.0%)
2021-08-19,PAXG,SELL,1781.8507080078125,105.5019359540994,-441.7764781535079,Exit bear → Bull regime
2021-08-19,BNB-USD,BUY,430.9888610839844,43.61799486028355,0.0,50-day breakout
2021-08-19,ADA-USD,BUY,2.4281399250030518,7742.086744682584,0.0,50-day breakout
2021-08-19,DOT-USD,BUY,26.548627853393555,708.0919598335378,0.0,50-day breakout
2021-08-19,ATOM-USD,BUY,18.68208122253418,1006.251375511934,0.0,50-day breakout
2021-08-19,SOL-USD,BUY,72.75760650634766,258.3766953075979,0.0,50-day breakout
2021-08-19,AVAX-USD,BUY,30.634273529052734,613.654830422936,0.0,50-day breakout
2021-08-19,RUNE-USD,BUY,8.79732894897461,2136.8838242421107,0.0,50-day breakout
2021-08-20,BTC-USD,BUY,49339.17578125,0.40232340315106735,0.0,50-day breakout
2021-08-20,LINK-USD,BUY,28.701841354370117,691.6038892382363,0.0,50-day breakout
2021-09-08,BNB-USD,SELL,415.1131591796875,43.61799486028355,-692.4662840650126,20-day low breakdown
2021-09-08,BTC-USD,SELL,46091.390625,0.40232340315106735,-1306.659976766019,20-day low breakdown
2021-09-10,ADA-USD,SELL,2.385910987854004,7742.086744682584,-326.94009454367915,Bear regime (BTC < 200MA)
2021-09-10,DOT-USD,SELL,29.215356826782227,708.0919598335378,1888.2893451116615,Bear regime (BTC < 200MA)
2021-09-10,ATOM-USD,SELL,29.44214630126953,1006.251375511934,10827.330286075376,Bear regime (BTC < 200MA)
2021-09-10,SOL-USD,SELL,179.865234375,258.3766953075979,27674.114930938373,Bear regime (BTC < 200MA)
2021-09-10,AVAX-USD,SELL,49.18913650512695,613.654830422936,11386.281293103639,Bear regime (BTC < 200MA)
2021-09-10,RUNE-USD,SELL,8.473581314086914,2136.8838242421107,-691.8110841281559,Bear regime (BTC < 200MA)
2021-09-10,LINK-USD,SELL,26.387523651123047,691.6038892382363,-1600.5911244985764,Bear regime (BTC < 200MA)
2021-09-10,PAXG,BUY,1793.5579833984375,131.10601873137043,0.0,Bear allocation (100.0%)
2021-09-12,PAXG,SELL,1793.3717041015625,131.10601873137043,-24.422336985357106,Exit bear → Bull regime
2021-09-12,DOT-USD,BUY,35.77433776855469,657.235993441419,0.0,50-day breakout
2021-09-12,ATOM-USD,BUY,34.999603271484375,671.7842553998681,0.0,50-day breakout
2021-09-12,AVAX-USD,BUY,59.259429931640625,396.76693566150834,0.0,50-day breakout
2021-09-13,DOT-USD,SELL,34.76799011230469,657.235993441419,-661.4079016029136,Bear regime (BTC < 200MA)
2021-09-13,ATOM-USD,SELL,35.62862014770508,671.7842553998681,422.56363382587733,Bear regime (BTC < 200MA)
2021-09-13,AVAX-USD,SELL,53.11015319824219,396.76693566150834,-2439.8296860451082,Bear regime (BTC < 200MA)
2021-09-13,PAXG,BUY,1799.640869140625,129.1608532914818,0.0,Bear allocation (100.0%)
2021-09-14,PAXG,SELL,1804.0791015625,129.1608532914818,573.2458867152745,Exit bear → Bull regime
2021-09-14,DOT-USD,BUY,37.37580108642578,623.4418778726049,0.0,50-day breakout
2021-09-14,SNX-USD,BUY,13.793242454528809,1689.3518469736957,0.0,50-day breakout
2021-09-16,ATOM-USD,BUY,36.90579605102539,632.2389955232051,0.0,50-day breakout
2021-09-16,AVAX-USD,BUY,67.84269714355469,343.9321313377546,0.0,50-day breakout
2021-09-20,DOT-USD,SELL,28.051830291748047,623.4418778726049,-5812.953861463211,Bear regime (BTC < 200MA)
2021-09-20,SNX-USD,SELL,10.544328689575195,1689.3518469736957,-5488.55846948265,Bear regime (BTC < 200MA)
2021-09-20,ATOM-USD,SELL,33.7921142578125,632.2389955232051,-1968.5910493198098,Bear regime (BTC < 200MA)
2021-09-20,AVAX-USD,SELL,56.67792892456055,343.9321313377546,-3839.922529450683,Bear regime (BTC < 200MA)
2021-09-20,PAXG,BUY,1779.0108642578125,121.36315443104401,0.0,Bear allocation (100.0%)
2021-10-01,PAXG,SELL,1764.2247314453125,121.36315443104401,-1794.49171996137,Exit bear → Bull regime
2021-10-06,BTC-USD,BUY,55361.44921875,0.38675266192444346,0.0,50-day breakout
2021-10-13,DOT-USD,BUY,41.6169319152832,516.3780896523482,0.0,50-day breakout
2021-10-20,ETH-USD,BUY,4155.9921875,5.284759644574098,0.0,50-day breakout
2021-10-22,SOL-USD,BUY,196.43153381347656,110.03215653920158,0.0,50-day breakout
2021-10-24,RUNE-USD,BUY,12.389716148376465,1751.0934889939028,0.0,50-day breakout
2021-10-26,MATIC-USD,BUY,1.7360249757766724,12565.929474381945,0.0,50-day breakout
2021-10-28,DOGE-USD,BUY,0.3004469871520996,74236.6768133113,0.0,50-day breakout
2021-10-28,SAND-USD,BUY,0.9384080171585083,23768.110967636872,0.0,50-day breakout
2021-10-28,MANA-USD,BUY,0.9213150143623352,24209.07674035985,0.0,50-day breakout
2021-11-15,MATIC-USD,SELL,1.6917239427566528,12565.929474381945,-556.6836565718295,20-day low breakdown
2021-11-16,AVAX-USD,BUY,97.97557067871094,328.0088583145639,0.0,50-day breakout
2021-11-16,RUNE-USD,SELL,10.850534439086914,1751.0934889939028,-2695.251069515438,20-day low breakdown
2021-11-16,DOGE-USD,SELL,0.2372490018606186,74236.6768133113,-4691.608409336077,20-day low breakdown
2021-11-18,BTC-USD,SELL,56942.13671875,0.38675266192444346,611.3350982956945,20-day low breakdown
2021-11-18,DOT-USD,SELL,39.04596710205078,516.3780896523482,-1327.5898988203626,20-day low breakdown
2021-11-18,ETH-USD,SELL,4000.65087890625,5.284759644574098,-820.9414787915812,20-day low breakdown
2021-11-26,SOL-USD,SELL,191.51174926757812,110.03215653920158,-541.3345032934412,20-day low breakdown
2021-12-03,MATIC-USD,BUY,2.2680299282073975,17674.763991356933,0.0,50-day breakout
2021-12-04,AVAX-USD,SELL,92.88023376464844,328.0088583145639,-1671.3156439096965,20-day low breakdown
2021-12-09,MANA-USD,SELL,3.464617967605591,24209.07674035985,61571.016369049816,20-day low breakdown
2021-12-13,SAND-USD,SELL,4.796265125274658,23768.110967636872,91693.97584299133,Bear regime (BTC < 200MA)
2021-12-13,MATIC-USD,SELL,1.8202769756317139,17674.763991356933,-7913.927763208438,Bear regime (BTC < 200MA)
2021-12-13,PAXG,BUY,1789.228759765625,194.36841238004115,0.0,Bear allocation (100.0%)
2021-12-15,PAXG,SELL,1779.7596435546875,194.36841238004115,-1840.4970845620264,Exit bear → Bull regime
2021-12-17,PAXG,BUY,1803.5223388671875,191.80746968350525,0.0,Bear allocation (100.0%)
2021-12-21,PAXG,SELL,1794.1962890625,191.80746968350525,-1788.8060151794343,Exit bear → Bull regime
2021-12-22,MATIC-USD,BUY,2.501101016998291,13759.550213355027,0.0,50-day breakout
2021-12-28,MATIC-USD,SELL,2.4982059001922607,13759.550213355027,-39.835505066104815,Bear regime (BTC < 200MA)
2021-12-28,PAXG,BUY,1814.2996826171875,189.66018575231777,0.0,Bear allocation (100.0%)
2023-01-13,PAXG,SELL,1896.9927978515625,189.66018575231777,15683.591595789418,Exit bear → Bull regime
2023-01-13,BTC-USD,BUY,19909.57421875,1.807090410163101,0.0,50-day breakout
2023-01-13,ETH-USD,BUY,1451.6148681640625,24.78508689197811,0.0,50-day breakout
2023-01-13,ADA-USD,BUY,0.34577101469039917,104052.67970002758,0.0,50-day breakout
2023-01-13,LTC-USD,BUY,86.34003448486328,416.7058868553174,0.0,50-day breakout
2023-01-13,BCH-USD,BUY,124.35079956054688,289.32986975781864,0.0,50-day breakout
2023-01-13,UNI-USD,BUY,0.000577000027988106,62354244.18709955,0.0,50-day breakout
2023-01-13,ATOM-USD,BUY,12.399483680725098,2901.6047415798275,0.0,50-day breakout
2023-01-13,SOL-USD,BUY,18.28844451904297,1967.2750519417264,0.0,50-day breakout
2023-01-13,AVAX-USD,BUY,15.962223052978516,2253.9718009027665,0.0,50-day breakout
2023-01-14,DOT-USD,BUY,6.024649143218994,5950.125284822381,0.0,50-day breakout
2023-02-09,BTC-USD,SELL,21819.0390625,1.807090410163101,3450.575607684208,20-day low breakdown
2023-02-09,ETH-USD,SELL,1546.438232421875,24.78508689197811,2350.2053225195777,20-day low breakdown
2023-02-09,BCH-USD,SELL,126.42708587646484,289.32986975781864,600.7316493644903,20-day low breakdown
2023-02-09,SOL-USD,SELL,20.45212745666504,1967.2750519417264,4256.559463495883,20-day low breakdown
2023-02-10,ADA-USD,SELL,0.3586350083351135,104052.67970002758,1338.5330103766537,20-day low breakdown
2023-02-12,DOT-USD,SELL,6.176514148712158,5950.125284822381,903.6158090645622,20-day low breakdown
2023-02-15,BTC-USD,BUY,24307.841796875,1.5417401580037209,0.0,50-day breakout
2023-02-15,ETH-USD,BUY,1673.7459716796875,22.39071907371589,0.0,50-day breakout
2023-02-15,ADA-USD,BUY,0.4181149899959564,89631.74425534456,0.0,50-day breakout
2023-02-15,MATIC-USD,BUY,1.3300319910049438,28177.048451539245,0.0,50-day breakout
2023-02-17,DOT-USD,BUY,7.278363227844238,5190.614223934226,0.0,50-day breakout
2023-02-17,LINK-USD,BUY,7.66677188873291,4927.6509391036425,0.0,50-day breakout
2023-02-24,ATOM-USD,SELL,13.08251667022705,2901.6047415798275,1981.8917609943092,20-day low breakdown
2023-02-28,AVAX-USD,SELL,17.081113815307617,2253.9718009027665,2521.9482265803963,20-day low breakdown
2023-02-28,ADA-USD,SELL,0.3524540066719055,89631.74425534456,-5885.308464855771,20-day low breakdown
2023-03-01,SNX-USD,BUY,3.028157949447632,12536.15070697385,0.0,50-day breakout
2023-03-03,LTC-USD,SELL,90.5489730834961,416.7058868553174,1753.8894914628618,20-day low breakdown
2023-03-03,MATIC-USD,SELL,1.1677570343017578,28177.048451539245,-4572.429317497103,20-day low breakdown
2023-03-03,DOT-USD,SELL,6.033932209014893,5190.614223934226,-6459.361347040562,20-day low breakdown
2023-03-07,BTC-USD,SELL,22219.76953125,1.5417401580037209,-3219.2648647278766,20-day low breakdown
2023-03-07,ETH-USD,SELL,1561.93310546875,22.39071907371589,-2503.5704761560773,20-day low breakdown
2023-03-08,LINK-USD,SELL,6.584420204162598,4927.6509391036425,-5333.451294913306,20-day low breakdown
2023-03-09,SNX-USD,SELL,2.367748975753784,12536.15070697385,-8278.986422464004,20-day low breakdown
2023-03-13,SNX-USD,BUY,3.150970935821533,10867.766560341504,0.0,50-day breakout
2023-03-14,ETH-USD,BUY,1703.507080078125,20.156842253120764,0.0,50-day breakout
2023-03-16,BTC-USD,BUY,25052.7890625,1.35576096284943,0.0,50-day breakout
2023-03-17,BNB-USD,BUY,339.0811462402344,103.50863799132489,0.0,50-day breakout
2023-03-21,XRP-USD,BUY,0.46970999240875244,74770.02657408222,0.0,50-day breakout
2023-04-02,UNI-USD,SELL,0.00012099999730708078,62354244.18709955,-28433.537262409533,20-day low breakdown
2023-04-03,DOGE-USD,BUY,0.09607899934053421,325235.0312502603,0.0,50-day breakout
2023-04-12,ADA-USD,BUY,0.40656301379203796,77666.65052425051,0.0,50-day breakout
2023-04-13,SOL-USD,BUY,24.432308197021484,1320.4192315223388,0.0,50-day breakout
2023-04-15,DOT-USD,BUY,6.806902885437012,4832.612230270912,0.0,50-day breakout
2023-04-19,XRP-USD,SELL,0.4915989935398102,74770.02657408222,1636.6411962493003,20-day low breakdown
2023-04-20,DOT-USD,SELL,6.11122989654541,4832.612230270912,-3361.9177943866744,20-day low breakdown
2023-04-21,SNX-USD,SELL,2.4904940128326416,10867.766560341504,-7177.909017535927,20-day low breakdown
2023-04-21,BTC-USD,SELL,27276.91015625,1.35576096284943,3015.3765555562277,20-day low breakdown
2023-04-21,DOGE-USD,SELL,0.07847899943590164,325235.0312502603,-5724.136518987754,20-day low breakdown
2023-04-24,ETH-USD,SELL,1842.7574462890625,20.156842253120764,2806.847665403162,20-day low breakdown
2023-05-06,ADA-USD,SELL,0.3801189959049225,77666.65052425051,-2053.818295695626,20-day low breakdown
2023-05-08,BNB-USD,SELL,313.9712219238281,103.50863799132489,-2599.0940660564593,20-day low breakdown
2023-05-08,SOL-USD,SELL,20.65746307373047,1320.4192315223388,-4984.378096811772,20-day low breakdown
2023-06-04,XRP-USD,BUY,0.5359110236167908,55198.27842579974,0.0,50-day breakout
2023-06-21,BTC-USD,BUY,30027.296875,0.9786754889525615,0.0,50-day breakout
2023-06-21,BCH-USD,BUY,136.005615234375,216.0718099794815,0.0,50-day breakout
2023-06-21,UNI-USD,BUY,0.00011999999696854502,244891501.6120159,0.0,50-day breakout
2023-06-28,XRP-USD,SELL,0.46522200107574463,55198.27842579974,-3901.9123478682995,20-day low breakdown
2023-06-30,ETH-USD,BUY,1933.18896484375,19.08922244496728,0.0,50-day breakout
2023-06-30,LTC-USD,BUY,108.16532897949219,341.1728557221426,0.0,50-day breakout
2023-06-30,AAVE-USD,BUY,70.4219741821289,524.0278280557395,0.0,50-day breakout
2023-07-08,SOL-USD,BUY,21.859268188476562,1638.0317137831091,0.0,50-day breakout
2023-07-13,XRP-USD,BUY,0.8153650164604187,46142.38587726721,0.0,50-day breakout
2023-07-18,BTC-USD,SELL,29856.5625,0.9786754889525615,-167.09354793413513,20-day low breakdown
2023-07-20,LINK-USD,BUY,8.342902183532715,5081.625236829924,0.0,50-day breakout
2023-07-22,BCH-USD,SELL,239.2456817626953,216.0718099794815,22307.268037176254,20-day low breakdown
2023-07-24,DOGE-USD,BUY,0.07426799833774567,454876.06318114,0.0,50-day breakout
2023-07-24,UNI-USD,SELL,0.0002770000137388706,244891501.6120159,38447.969859996716,20-day low breakdown
2023-07-24,LTC-USD,SELL,89.1534652709961,341.1728557221426,-6486.33183402778,20-day low breakdown
2023-07-28,UNI-USD,BUY,0.0011729999678209424,29408958.6943133,0.0,50-day breakout
2023-07-31,AAVE-USD,SELL,65.32415771484375,524.0278280557395,-2671.39769117823,20-day low breakdown
2023-08-02,ETH-USD,SELL,1839.0897216796875,19.08922244496728,-1796.2813846618592,20-day low breakdown
2023-08-02,SOL-USD,SELL,23.145721435546875,1638.0317137831091,2107.251217000434,20-day low breakdown
2023-08-02,XRP-USD,SELL,0.6851950287818909,46142.38587726721,-6006.353801101748,20-day low breakdown
2023-08-11,RUNE-USD,BUY,1.1435240507125854,29059.7810874222,0.0,50-day breakout
2023-08-12,UNI-USD,SELL,0.00014699999883305281,29408958.6943133,-30173.59070833157,20-day low breakdown
2023-08-15,LINK-USD,SELL,7.039225101470947,5081.625236829924,-6624.798360881869,20-day low breakdown
2023-08-15,DOGE-USD,SELL,0.07086300104856491,454876.06318114,-1548.8517620449966,20-day low breakdown
2023-08-17,RUNE-USD,SELL,1.488955020904541,29059.7810874222,10038.148374594093,Bear regime (BTC < 200MA)
