date,action,ticker,shares,price,value,fee,regime
2014-01-02,BUY,AMZN,678.9669323246886,19.898500442504883,13510.423803308999,13.510423803309,STRONG_BULL
2014-01-02,BUY,META,308.7858372398655,54.374794006347656,16790.16629199528,16.79016629199528,STRONG_BULL
2014-01-02,BUY,MA,158.75250682564945,77.53852844238281,12309.435765800192,12.309435765800192,STRONG_BULL
2014-01-02,BUY,AVGO,4520.7154488399665,3.9228110313415527,17733.9124322656,17.733912432265598,STRONG_BULL
2014-01-02,BUY,ADBE,172.63846692583286,59.290000915527344,10235.734862087867,10.235734862087869,STRONG_BULL
2014-01-02,BUY,NFLX,335.0560026455638,51.83142852783203,17366.43125394464,17.36643125394464,STRONG_BULL
2014-04-01,SELL,AMZN,678.9669323246886,17.149499893188477,11643.943333380756,11.643943333380756,STRONG_BULL
2014-04-01,SELL,META,308.7858372398655,62.236331939697266,19217.6978647376,19.2176978647376,STRONG_BULL
2014-04-01,SELL,MA,158.75250682564945,69.63323974609375,11054.451368083832,11.054451368083832,STRONG_BULL
2014-04-01,SELL,AVGO,4520.7154488399665,4.867427349090576,22004.254013139933,22.004254013139935,STRONG_BULL
2014-04-01,SELL,ADBE,172.63846692583286,65.93000030517578,11382.05417710524,11.382054177105239,STRONG_BULL
2014-04-01,SELL,NFLX,335.0560026455638,52.09857177734375,17455.939203259783,17.45593920325978,STRONG_BULL
2014-04-01,BUY,NVDA,32789.36721152497,0.44164156913757324,14481.147586325984,14.481147586325983,STRONG_BULL
2014-04-01,BUY,META,213.02866366629354,62.236331939697266,13258.12262460557,13.258122624605571,STRONG_BULL
2014-04-01,BUY,TSLA,833.9268009017352,14.464667320251465,12062.473744485178,12.062473744485178,STRONG_BULL
2014-04-01,BUY,MRK,371.6845127804968,37.68986129760742,14008.737733165717,14.008737733165717,STRONG_BULL
2014-04-01,BUY,AVGO,4992.4157159392835,4.867427349090576,24300.220793792476,24.300220793792477,STRONG_BULL
2014-04-01,BUY,TMO,116.87379857361147,117.5452880859375,13737.964323032991,13.737964323032992,STRONG_BULL
2014-07-01,SELL,NVDA,32789.36721152497,0.4460546374320984,14625.849303164707,14.625849303164706,STRONG_BULL
2014-07-01,SELL,META,213.02866366629354,67.64298248291016,14409.894164736854,14.409894164736855,STRONG_BULL
2014-07-01,SELL,TSLA,833.9268009017352,15.981332778930664,13327.261718479685,13.327261718479686,STRONG_BULL
2014-07-01,SELL,MRK,371.6845127804968,39.41559600830078,14650.16659829817,14.65016659829817,STRONG_BULL
2014-07-01,SELL,AVGO,4992.4157159392835,5.56212043762207,27768.41748673151,27.768417486731508,STRONG_BULL
2014-07-01,SELL,TMO,116.87379857361147,114.87249755859375,13425.585141310761,13.425585141310762,STRONG_BULL
2014-07-01,BUY,AAPL,807.1273645812698,20.560836791992188,16595.214013506265,16.595214013506265,STRONG_BULL
2014-07-01,BUY,NVDA,27441.19197614604,0.4460546374320984,12240.27093762443,12.24027093762443,STRONG_BULL
2014-07-01,BUY,TSLA,1255.313521056513,15.981332778930664,20061.58312189532,20.06158312189532,STRONG_BULL
2014-07-01,BUY,JNJ,158.15404999800802,77.41326141357422,12243.220816111281,12.24322081611128,STRONG_BULL
2014-07-01,BUY,AVGO,3696.1733000520803,5.56212043762207,20558.56105321269,20.55856105321269,STRONG_BULL
2014-07-01,BUY,AMD,3283.8681972730174,4.21999979019165,13857.923103509167,13.857923103509167,STRONG_BULL
2014-10-01,SELL,AAPL,807.1273645812698,21.913673400878906,17687.125460346066,17.687125460346067,WEAK_BULL
2014-10-01,SELL,NVDA,27441.19197614604,0.4365583658218384,11979.68192530966,11.979681925309661,WEAK_BULL
2014-10-01,SELL,TSLA,1255.313521056513,16.016000747680664,20105.10229181476,20.105102291814763,WEAK_BULL
2014-10-01,SELL,JNJ,158.15404999800802,76.78109741210938,12143.24151901667,12.143241519016671,WEAK_BULL
2014-10-01,SELL,AVGO,3696.1733000520803,6.450380802154541,23841.725296092136,23.841725296092136,WEAK_BULL
2014-10-01,SELL,AMD,3283.8681972730174,3.3499999046325684,11000.958147690533,11.000958147690534,WEAK_BULL
2015-01-02,BUY,UNH,170.66771262309138,85.04849243164062,14515.031665350403,14.515031665350403,STRONG_BULL
2015-01-02,BUY,V,228.69786453601256,61.46247100830078,14056.335868704971,14.056335868704972,STRONG_BULL
2015-01-02,BUY,HD,172.7277457001557,80.41869354248047,13890.539647744321,13.89053964774432,STRONG_BULL
2015-01-02,BUY,ABBV,308.70486943918155,42.39486312866211,13087.500687025607,13.087500687025608,STRONG_BULL
2015-01-02,BUY,AVGO,2984.7335971928474,7.574804782867432,22608.774327601495,22.608774327601495,STRONG_BULL
2015-01-02,BUY,AMGN,121.38121608399408,117.26699829101562,14234.010859083131,14.234010859083131,STRONG_BULL
2015-04-01,SELL,UNH,170.66771262309138,99.44795989990234,16972.55584114925,16.97255584114925,WEAK_BULL
2015-04-01,SELL,V,228.69786453601256,60.575138092041016,13853.40472562385,13.85340472562385,WEAK_BULL
2015-04-01,SELL,HD,172.7277457001557,88.41322326660156,15271.416744924645,15.271416744924645,WEAK_BULL
2015-04-01,SELL,ABBV,308.70486943918155,37.01503372192383,11426.721152413398,11.426721152413398,WEAK_BULL
2015-04-01,SELL,AVGO,2984.7335971928474,9.535738945007324,28461.64040322364,28.46164040322364,WEAK_BULL
2015-04-01,SELL,AMGN,121.38121608399408,115.83073425292969,14059.675383522552,14.059675383522553,WEAK_BULL
2016-04-01,BUY,NVDA,25414.857473331984,0.8850536346435547,22493.51198072038,22.49351198072038,STRONG_BULL
2016-04-01,BUY,AVGO,1840.332522158658,12.12618350982666,22316.209882798026,22.316209882798027,STRONG_BULL
2016-04-01,BUY,WMT,727.7901478980003,19.36778450012207,14095.682745800439,14.09568274580044,STRONG_BULL
2016-04-01,BUY,VZ,404.5683077879566,32.44682693481445,13126.957866106573,13.126957866106574,STRONG_BULL
2016-04-01,BUY,NEE,554.2718969274719,23.3061466217041,12917.942098081723,12.917942098081724,STRONG_BULL
2016-04-01,BUY,AMD,7241.57553945203,2.8299999237060547,20493.658224160878,20.49365822416088,STRONG_BULL
2016-07-01,SELL,NVDA,25414.857473331984,1.145334243774414,29108.506564853204,29.108506564853204,STRONG_BULL
2016-07-01,SELL,AVGO,1840.332522158658,11.888465881347656,21878.730400017685,21.878730400017684,STRONG_BULL
2016-07-01,SELL,WMT,727.7901478980003,20.5689754486084,14969.897683853043,14.969897683853043,STRONG_BULL
2016-07-01,SELL,VZ,404.5683077879566,34.13709259033203,13810.785782071422,13.810785782071422,STRONG_BULL
2016-07-01,SELL,NEE,554.2718969274719,25.657108306884766,14221.014090930616,14.221014090930616,STRONG_BULL
2016-07-01,SELL,AMD,7241.57553945203,5.070000171661377,36714.78922812062,36.71478922812062,STRONG_BULL
2016-07-01,BUY,AMZN,468.2798192733252,36.284000396728516,16991.065148293288,16.991065148293288,STRONG_BULL
2016-07-01,BUY,NVDA,24716.992826483438,1.145334243774414,28309.218287298027,28.309218287298027,STRONG_BULL
2016-07-01,BUY,AVGO,838.9106941250739,11.888465881347656,9973.36116460362,9.97336116460362,STRONG_BULL
2016-07-01,BUY,ADBE,102.54940631497374,95.31999969482422,9775.009378647701,9.7750093786477,STRONG_BULL
2016-07-01,BUY,CRM,167.03770772638234,78.9990005493164,13195.81196443303,13.19581196443303,STRONG_BULL
2016-07-01,BUY,AMD,11064.538995958243,5.070000171661377,56097.21460886229,56.097214608862295,STRONG_BULL
2016-10-03,SELL,AMZN,468.2798192733252,41.83700180053711,19591.423642093298,19.591423642093297,WEAK_BULL
2016-10-03,SELL,NVDA,24716.992826483438,1.6832964420318604,41606.02608254659,41.60602608254659,WEAK_BULL
2016-10-03,SELL,AVGO,838.9106941250739,13.149845123291016,11031.545700017283,11.031545700017283,WEAK_BULL
2016-10-03,SELL,ADBE,102.54940631497374,108.44999694824219,11121.48280190295,11.12148280190295,WEAK_BULL
2016-10-03,SELL,CRM,167.03770772638234,69.7859115600586,11656.878698588234,11.656878698588235,WEAK_BULL
2016-10-03,SELL,AMD,11064.538995958243,6.949999809265137,76898.54391151645,76.89854391151646,WEAK_BULL
2017-01-03,BUY,NVDA,17407.545988168167,2.5123472213745117,43733.79979432332,43.733799794323325,STRONG_BULL
2017-01-03,BUY,JPM,294.69539733596093,68.51982116699219,20192.47592419575,20.19247592419575,STRONG_BULL
2017-01-03,BUY,CVX,144.6889699642135,81.1463623046875,11740.983578208115,11.740983578208116,STRONG_BULL
2017-01-03,BUY,NFLX,163.5717971493097,127.48999786376953,20853.768069138438,20.85376806913844,STRONG_BULL
2017-01-03,BUY,AMD,3886.8968425031217,11.430000305175781,44427.23209599746,44.42723209599746,STRONG_BULL
2017-01-03,BUY,BA,78.5113911995117,145.53370666503906,11426.053776693867,11.426053776693868,STRONG_BULL
2017-04-03,SELL,NVDA,17407.545988168167,2.6725995540618896,46523.39964529008,46.523399645290084,STRONG_BULL
2017-04-03,SELL,JPM,294.69539733596093,69.12801361083984,20371.707438092162,20.371707438092162,STRONG_BULL
2017-04-03,SELL,CVX,144.6889699642135,74.93685913085938,10842.536959997411,10.84253695999741,STRONG_BULL
2017-04-03,SELL,NFLX,163.5717971493097,146.9199981689453,24031.968137667674,24.031968137667675,STRONG_BULL
2017-04-03,SELL,AMD,3886.8968425031217,14.640000343322754,56904.17110870583,56.90417110870583,STRONG_BULL
2017-04-03,SELL,BA,78.5113911995117,165.18862915039062,12969.189084937381,12.969189084937382,STRONG_BULL
2017-04-03,BUY,AAPL,551.7714180355422,33.29659652709961,18372.11028151506,18.37211028151506,STRONG_BULL
2017-04-03,BUY,NVDA,11747.359915003604,2.6725995540618896,31395.98887024315,31.39598887024315,STRONG_BULL
2017-04-03,BUY,TSLA,1638.1703469258773,19.90133285522461,32601.773347730657,32.601773347730656,STRONG_BULL
2017-04-03,BUY,JPM,224.41684173095962,69.12801361083984,15513.490489679467,15.513490489679468,STRONG_BULL
2017-04-03,BUY,AMD,4508.293230153255,14.640000343322754,66001.4144372433,66.0014144372433,STRONG_BULL
2017-04-03,BUY,BA,92.42270749180629,165.18862915039062,15267.180352939018,15.267180352939018,STRONG_BULL
2017-07-03,SELL,AAPL,551.7714180355422,33.38749694824219,18422.266535788927,18.42226653578893,STRONG_BULL
2017-07-03,SELL,NVDA,11747.359915003604,3.4394290447235107,40404.21089048411,40.40421089048411,STRONG_BULL
2017-07-03,SELL,TSLA,1638.1703469258773,23.507999420166016,38510.10756566669,38.51010756566669,STRONG_BULL
2017-07-03,SELL,JPM,224.41684173095962,74.08512878417969,16625.950620977015,16.625950620977015,STRONG_BULL
2017-07-03,SELL,AMD,4508.293230153255,12.149999618530273,54775.76102658466,54.77576102658466,STRONG_BULL
2017-07-03,SELL,BA,92.42270749180629,187.12681579589844,17294.76696017744,17.29476696017744,STRONG_BULL
2017-07-03,BUY,TSLA,1844.91255230434,23.507999420166016,43370.20320982743,43.37020320982743,STRONG_BULL
2017-07-03,BUY,ABBV,513.3835041660253,50.99418640136719,26179.574106829365,26.179574106829364,STRONG_BULL
2017-07-03,BUY,MCD,239.7219473772534,125.6640853881836,30124.439264636825,30.124439264636827,STRONG_BULL
2017-07-03,BUY,ADBE,174.0156531794464,138.41000366210938,24085.50719383153,24.085507193831532,STRONG_BULL
2017-07-03,BUY,ORCL,689.7392685476673,43.44582748413086,29966.29327035256,29.96629327035256,STRONG_BULL
2017-07-03,BUY,BA,148.66827507739015,187.12681579589844,27819.820925100747,27.819820925100746,STRONG_BULL
2017-10-02,SELL,TSLA,1844.91255230434,22.768667221069336,42006.19995539119,42.00619995539119,STRONG_BULL
2017-10-02,SELL,ABBV,513.3835041660253,64.21978759765625,32969.37959368262,32.969379593682625,STRONG_BULL
2017-10-02,SELL,MCD,239.7219473772534,130.10659790039062,31189.40701531091,31.18940701531091,STRONG_BULL
2017-10-02,SELL,ADBE,174.0156531794464,147.94000244140625,25743.8761562102,25.743876156210202,STRONG_BULL
2017-10-02,SELL,ORCL,689.7392685476673,43.11494064331055,29738.067622793107,29.738067622793107,STRONG_BULL
2017-10-02,SELL,BA,148.66827507739015,242.65219116210938,36074.68270381993,36.07468270381993,STRONG_BULL
2017-10-02,BUY,NVDA,11321.585918832365,4.422592639923096,50070.762556884976,50.07076255688498,STRONG_BULL
2017-10-02,BUY,MA,168.39497190950667,135.4166717529297,22803.48663591348,22.80348663591348,STRONG_BULL
2017-10-02,BUY,ABBV,622.6828413953101,64.21978759765625,39988.55981511189,39.98855981511189,STRONG_BULL
2017-10-02,BUY,ABT,477.8627801836197,46.61985778808594,22277.89485437972,22.27789485437972,STRONG_BULL
2017-10-02,BUY,AMGN,130.0576636927278,146.74412536621094,19085.19810576215,19.08519810576215,STRONG_BULL
2017-10-02,BUY,BA,174.94513952237875,242.65219116210938,42450.821438266146,42.450821438266146,STRONG_BULL
2018-01-02,SELL,NVDA,11321.585918832365,4.928806304931641,55801.904058566244,55.801904058566244,STRONG_BULL
2018-01-02,SELL,MA,168.39497190950667,145.27598571777344,24463.74553407035,24.46374553407035,STRONG_BULL
2018-01-02,SELL,ABBV,622.6828413953101,70.40554809570312,43840.326738226584,43.84032673822659,STRONG_BULL
2018-01-02,SELL,ABT,477.8627801836197,51.307525634765625,24517.95684417144,24.51795684417144,STRONG_BULL
2018-01-02,SELL,AMGN,130.0576636927278,139.71926879882812,18171.561672831824,18.171561672831825,STRONG_BULL
2018-01-02,SELL,BA,174.94513952237875,282.88641357421875,49489.60309172704,49.48960309172704,STRONG_BULL
2018-01-02,BUY,ABBV,631.6801565291278,70.40554809570312,44473.787641612784,44.47378764161279,STRONG_BULL
2018-01-02,BUY,CSCO,926.3184955824935,30.59640884399414,28342.019410595552,28.342019410595555,STRONG_BULL
2018-01-02,BUY,TXN,404.84902328612407,85.1070556640625,34455.508360353495,34.4555083603535,STRONG_BULL
2018-01-02,BUY,LIN,193.12788801864934,138.24069213867188,26698.132910978,26.698132910978003,STRONG_BULL
2018-01-02,BUY,QCOM,577.3863537133785,53.2224006652832,30729.88785600036,30.729887856000364,STRONG_BULL
2018-01-02,BUY,BA,114.4441520578452,282.88641357421875,32374.695730186377,32.374695730186374,STRONG_BULL
2018-04-02,SELL,ABBV,631.6801565291278,65.9026870727539,41629.41968580731,41.629419685807314,WEAK_BULL
2018-04-02,SELL,CSCO,926.3184955824935,32.5300407409668,30133.178400409586,30.133178400409587,WEAK_BULL
2018-04-02,SELL,TXN,404.84902328612407,81.58978271484375,33031.54384223158,33.03154384223158,WEAK_BULL
2018-04-02,SELL,LIN,193.12788801864934,126.45291900634766,24421.585181489245,24.421585181489245,WEAK_BULL
2018-04-02,SELL,QCOM,577.3863537133785,44.30181884765625,25579.265647318873,25.579265647318874,WEAK_BULL
2018-04-02,SELL,BA,114.4441520578452,308.7998962402344,35340.342280764205,35.340342280764204,WEAK_BULL
2018-07-02,BUY,AMZN,281.44994748511834,85.68900299072266,24117.16539179104,24.11716539179104,STRONG_BULL
2018-07-02,BUY,ADBE,125.20455114907614,243.25999450683594,30457.25842475512,30.45725842475512,STRONG_BULL
2018-07-02,BUY,NKE,322.67116262404693,71.58297729492188,23097.762507843196,23.097762507843196,STRONG_BULL
2018-07-02,BUY,NFLX,145.92841711058702,398.17999267578125,58105.77605628189,58.10577605628189,STRONG_BULL
2018-07-02,BUY,CRM,228.53586224436216,138.96817016601562,31759.210593411626,31.759210593411627,STRONG_BULL
2018-07-02,BUY,INTU,163.0369983762464,195.25167846679688,31833.247585150548,31.83324758515055,STRONG_BULL
2018-10-01,SELL,AMZN,281.44994748511834,100.21800231933594,28206.351489840567,28.206351489840568,STRONG_BULL
2018-10-01,SELL,ADBE,125.20455114907614,275.489990234375,34492.60057335829,34.492600573358295,STRONG_BULL
2018-10-01,SELL,NKE,322.67116262404693,77.35531616210938,24960.32980117856,24.96032980117856,STRONG_BULL
2018-10-01,SELL,NFLX,145.92841711058702,381.42999267578125,55661.47506967956,55.66147506967956,STRONG_BULL
2018-10-01,SELL,CRM,228.53586224436216,158.1959228515625,36153.44163242443,36.15344163242443,STRONG_BULL
2018-10-01,SELL,INTU,163.0369983762464,216.8330535888672,35351.810205884685,35.35181020588469,STRONG_BULL
2018-10-01,BUY,LLY,273.0509795819125,97.54544067382812,26634.8781297381,26.634878129738098,STRONG_BULL
2018-10-01,BUY,MRK,326.3330879893815,55.030269622802734,17958.19781889747,17.95819781889747,STRONG_BULL
2018-10-01,BUY,ABT,274.88755419454077,65.60218048095703,18033.22294223912,18.03322294223912,STRONG_BULL
2018-10-01,BUY,QCOM,457.99550988995605,60.94608688354492,27913.03413802672,27.91303413802672,STRONG_BULL
2018-10-01,BUY,AMD,3689.9763758280233,31.420000076293945,115939.05801003934,115.93905801003935,STRONG_BULL
2018-10-01,BUY,LOW,253.88323302889552,100.24687957763672,25451.00188822877,25.45100188822877,STRONG_BULL
2019-01-02,SELL,LLY,273.0509795819125,104.66948699951172,28580.10595755293,28.58010595755293,BEAR
2019-01-02,SELL,MRK,326.3330879893815,58.56142807006836,19110.531659173455,19.110531659173457,BEAR
2019-01-02,SELL,ABT,274.88755419454077,61.76601791381836,16978.70959666572,16.978709596665723,BEAR
2019-01-02,SELL,QCOM,457.99550988995605,48.709136962890625,22308.566019618796,22.308566019618798,BEAR
2019-01-02,SELL,AMD,3689.9763758280233,18.829999923706055,69482.25487531882,69.48225487531882,BEAR
2019-01-02,SELL,LOW,253.88323302889552,81.48614501953125,20687.965944620028,20.68796594462003,BEAR
2019-04-01,BUY,LLY,184.0775571825398,118.21735382080078,21761.161707916996,21.761161707916997,STRONG_BULL
2019-04-01,BUY,AVGO,1580.7889106059984,25.61001205444336,40484.02305615001,40.48402305615001,STRONG_BULL
2019-04-01,BUY,CSCO,476.85318813897925,44.949493408203125,21434.309236933692,21.434309236933693,STRONG_BULL
2019-04-01,BUY,DHR,264.28798053504823,113.61121368408203,30026.078230701878,30.026078230701877,STRONG_BULL
2019-04-01,BUY,INTU,96.85108221277159,254.17959594726562,24617.568943897688,24.617568943897687,STRONG_BULL
2019-04-01,BUY,AMD,1128.9868623469458,26.360000610351562,29760.094380544386,29.760094380544388,STRONG_BULL
2019-07-01,SELL,LLY,184.0775571825398,103.8558120727539,19117.524185561466,19.117524185561468,STRONG_BULL
2019-07-01,SELL,AVGO,1580.7889106059984,25.395578384399414,40145.04868848399,40.145048688483996,STRONG_BULL
2019-07-01,SELL,CSCO,476.85318813897925,45.03663635253906,21475.8636277641,21.475863627764102,STRONG_BULL
2019-07-01,SELL,DHR,264.28798053504823,124.2586898803711,32840.07821241411,32.84007821241411,STRONG_BULL
2019-07-01,SELL,INTU,96.85108221277159,253.15338134765625,24518.17894934297,24.51817894934297,STRONG_BULL
2019-07-01,SELL,AMD,1128.9868623469458,31.200000762939453,35224.39096657333,35.22439096657333,STRONG_BULL
2019-07-01,BUY,MSFT,198.3931167937452,128.20213317871094,25434.420780931276,25.434420780931276,STRONG_BULL
2019-07-01,BUY,COST,92.13334200622923,240.23953247070312,22134.071008539904,22.134071008539905,STRONG_BULL
